Date;RedCode;Country;AvRating;Tier;Currency;DocClause;RunningCoupon;PrimaryCoupon;Tenor;convspread;bondspread;;;;Data;spread
31/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00597933;0,901;;;;30/11/2021;0,834
03/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599267;0,853;;;;01/12/2021;0,869
04/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00592471;0,866;;;;02/12/2021;0,864
05/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00598567;0,876;;;;03/12/2021;0,839
06/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00602691;0,885;;;;06/12/2021;0,797
07/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599358;0,878;;;;07/12/2021;0,823
10/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00600201;0,852;;;;08/12/2021;0,841
11/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00600633;0,858;;;;09/12/2021;0,846
12/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599978;0,845;;;;10/12/2021;0,785
13/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00596283;0,841;;;;13/12/2021;0,773
14/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00595483;0,84;;;;14/12/2021;0,786
17/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00585844;0,836;;;;15/12/2021;0,789
18/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00586081;0,846;;;;16/12/2021;0,837
19/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.005941;0,864;;;;17/12/2021;0,801
20/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00600041;0,839;;;;20/12/2021;0,808
21/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00606449;0,854;;;;21/12/2021;0,812
24/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00618152;0,894;;;;22/12/2021;0,831
25/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00612679;0,881;;;;23/12/2021;0,87
26/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00625527;0,907;;;;24/12/2021;0,868
27/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0061274;0,845;;;;27/12/2021;0,88
28/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00609374;0,834;;;;28/12/2021;0,865
31/01/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00555591;0,776;;;;29/12/2021;0,871
01/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00558488;0,807;;;;30/12/2021;0,876
02/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00575533;0,811;;;;31/12/2021;0,901
03/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00589083;0,875;;;;03/01/2022;0,853
04/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00624034;0,965;;;;04/01/2022;0,866
07/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00690737;1,011;;;;05/01/2022;0,876
08/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00684717;1,008;;;;06/01/2022;0,885
09/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0064622;0,979;;;;07/01/2022;0,878
10/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0066413;1,025;;;;10/01/2022;0,852
11/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0067811;1,085;;;;11/01/2022;0,858
14/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00690178;1,056;;;;12/01/2022;0,845
15/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00679394;1,016;;;;13/01/2022;0,841
16/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00678646;0,98;;;;14/01/2022;0,84
17/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00633396;0,956;;;;17/01/2022;0,836
18/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00647471;0,979;;;;18/01/2022;0,846
21/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00663213;1,09;;;;19/01/2022;0,864
22/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0065274;1,077;;;;20/01/2022;0,839
23/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00656965;1,083;;;;21/01/2022;0,854
24/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00678809;1,021;;;;24/01/2022;0,894
25/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00634492;0,997;;;;25/01/2022;0,881
28/02/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00651546;1,025;;;;26/01/2022;0,907
01/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00673272;0,932;;;;27/01/2022;0,845
02/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00742696;0,944;;;;28/01/2022;0,834
03/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00704102;0,981;;;;31/01/2022;0,776
04/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00671318;1,051;;;;01/02/2022;0,807
07/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00775289;1,037;;;;02/02/2022;0,811
08/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00648456;0,943;;;;03/02/2022;0,875
09/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00678637;0,905;;;;04/02/2022;0,965
10/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00686436;1,032;;;;07/02/2022;1,011
11/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00692648;0,992;;;;08/02/2022;1,008
14/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00678144;0,985;;;;09/02/2022;0,979
15/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00651898;0,983;;;;10/02/2022;1,025
16/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00608944;0,899;;;;11/02/2022;1,085
17/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00604557;0,894;;;;14/02/2022;1,056
18/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00613364;0,902;;;;15/02/2022;1,016
21/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00655629;0,88;;;;16/02/2022;0,98
22/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00665345;0,888;;;;17/02/2022;0,956
23/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00650482;0,882;;;;18/02/2022;0,979
24/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00650662;0,868;;;;21/02/2022;1,09
25/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00624981;0,827;;;;22/02/2022;1,077
28/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00627819;0,867;;;;23/02/2022;1,083
29/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00624;0,857;;;;24/02/2022;1,021
30/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00614669;0,869;;;;25/02/2022;0,997
31/03/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0062447;0,891;;;;28/02/2022;1,025
01/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00638945;0,93;;;;01/03/2022;0,932
04/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00642252;0,946;;;;02/03/2022;0,944
05/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00682885;0,996;;;;03/03/2022;0,981
06/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00700966;1,036;;;;04/03/2022;1,051
07/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00701002;1,025;;;;07/03/2022;1,037
08/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00694008;1,006;;;;08/03/2022;0,943
11/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00684692;1,005;;;;09/03/2022;0,905
12/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00669782;1,057;;;;10/03/2022;1,032
13/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00670449;0,957;;;;11/03/2022;0,992
14/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00686293;0,997;;;;14/03/2022;0,985
15/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00686191;0,999;;;;15/03/2022;0,983
18/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0068628;0,999;;;;16/03/2022;0,899
19/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00689185;0,992;;;;17/03/2022;0,894
20/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00681714;0,991;;;;18/03/2022;0,902
21/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00676434;0,988;;;;21/03/2022;0,88
22/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00717564;1,025;;;;22/03/2022;0,888
25/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00727928;1,075;;;;23/03/2022;0,882
26/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00743823;1,071;;;;24/03/2022;0,868
27/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00743973;1,111;;;;25/03/2022;0,827
28/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0077861;1,142;;;;28/03/2022;0,867
29/04/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00819842;1,168;;;;29/03/2022;0,857
02/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00817053;1,214;;;;30/03/2022;0,869
03/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00821955;1,232;;;;31/03/2022;0,891
04/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00864561;1,34;;;;01/04/2022;0,93
05/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00889135;1,325;;;;04/04/2022;0,946
06/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00897377;1,363;;;;05/04/2022;0,996
09/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00940755;1,429;;;;06/04/2022;1,036
10/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0088218;1,372;;;;07/04/2022;1,025
11/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0085133;1,38;;;;08/04/2022;1,006
12/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00833844;1,318;;;;11/04/2022;1,005
13/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00847231;1,364;;;;12/04/2022;1,057
16/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00854202;1,365;;;;13/04/2022;0,957
17/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00849729;1,38;;;;14/04/2022;0,997
18/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00852208;1,398;;;;15/04/2022;0,999
19/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.008677;1,41;;;;18/04/2022;0,999
20/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00910816;1,502;;;;19/04/2022;0,992
23/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00894661;1,467;;;;20/04/2022;0,991
24/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00902447;1,49;;;;21/04/2022;0,988
25/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00890338;1,451;;;;22/04/2022;1,025
26/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00869299;1,37;;;;25/04/2022;1,075
27/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00864189;1,387;;;;26/04/2022;1,071
30/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0084745;1,379;;;;27/04/2022;1,111
31/05/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00864024;1,444;;;;28/04/2022;1,142
01/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00866888;1,451;;;;29/04/2022;1,168
02/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00866726;1,49;;;;02/05/2022;1,214
03/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00866957;1,544;;;;03/05/2022;1,232
06/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00886731;1,536;;;;04/05/2022;1,34
07/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00876207;1,474;;;;05/05/2022;1,325
08/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00879003;1,471;;;;06/05/2022;1,363
09/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00955112;1,629;;;;09/05/2022;1,429
10/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00969488;1,728;;;;10/05/2022;1,372
13/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01006821;1,89;;;;11/05/2022;1,38
14/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01093608;1,895;;;;12/05/2022;1,318
15/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01024993;1,608;;;;13/05/2022;1,364
16/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00928128;1,515;;;;14/05/2022;1,365
17/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00881112;1,388;;;;16/05/2022;1,365
20/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00873898;1,325;;;;17/05/2022;1,38
21/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00842201;1,369;;;;18/05/2022;1,398
22/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00831832;1,359;;;;19/05/2022;1,41
23/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0089132;1,411;;;;20/05/2022;1,502
24/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00914823;1,407;;;;23/05/2022;1,467
27/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0091282;1,429;;;;24/05/2022;1,49
28/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00876746;1,37;;;;25/05/2022;1,451
29/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0086668;1,28;;;;26/05/2022;1,37
30/06/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00902597;1,338;;;;27/05/2022;1,387
01/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00888233;1,3;;;;29/05/2022;1,38
04/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00907372;1,304;;;;30/05/2022;1,379
05/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00957615;1,38;;;;31/05/2022;1,444
06/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00953806;1,377;;;;01/06/2022;1,451
07/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00953439;1,413;;;;02/06/2022;1,49
08/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00940899;1,384;;;;03/06/2022;1,544
11/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00956445;1,429;;;;06/06/2022;1,536
12/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00973537;1,44;;;;07/06/2022;1,474
13/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01004674;1,455;;;;08/06/2022;1,471
14/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01073704;1,632;;;;09/06/2022;1,629
15/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01091949;1,677;;;;10/06/2022;1,728
18/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01081187;1,536;;;;13/06/2022;1,89
19/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01044193;1,529;;;;14/06/2022;1,895
20/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01037621;1,605;;;;15/06/2022;1,608
21/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01125579;1,769;;;;16/06/2022;1,515
22/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01119478;1,834;;;;17/06/2022;1,388
25/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01128691;1,788;;;;20/06/2022;1,325
26/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01139565;1,835;;;;21/06/2022;1,369
27/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01176964;1,902;;;;22/06/2022;1,359
28/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01176804;1,891;;;;23/06/2022;1,411
29/07/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.011174;1,745;;;;24/06/2022;1,407
01/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01041016;1,593;;;;25/06/2022;#N/A
02/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01055545;1,638;;;;27/06/2022;1,429
03/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01003618;1,54;;;;28/06/2022;1,37
04/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00980247;1,515;;;;29/06/2022;1,28
05/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00949774;1,405;;;;30/06/2022;1,338
08/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00941054;1,483;;;;01/07/2022;1,3
09/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00950473;1,48;;;;04/07/2022;1,304
10/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00925877;1,46;;;;05/07/2022;1,38
11/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00882115;1,406;;;;06/07/2022;1,377
12/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00875346;1,436;;;;07/07/2022;1,413
15/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00885941;1,515;;;;08/07/2022;1,384
16/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00924947;1,37;;;;11/07/2022;1,429
17/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00961939;1,582;;;;12/07/2022;1,44
18/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.009743;1,574;;;;13/07/2022;1,455
19/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01000265;1,593;;;;14/07/2022;1,632
22/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01027525;1,619;;;;15/07/2022;1,677
23/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01032178;1,641;;;;18/07/2022;1,536
24/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01036248;1,647;;;;19/07/2022;1,529
25/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01011446;1,546;;;;20/07/2022;1,605
26/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01021922;1,466;;;;21/07/2022;1,769
29/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01022043;1,614;;;;22/07/2022;1,834
30/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01032495;1,634;;;;25/07/2022;1,788
31/08/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01051387;1,654;;;;26/07/2022;1,835
01/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01058511;1,693;;;;27/07/2022;1,902
02/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01040372;1,641;;;;28/07/2022;1,891
05/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01067464;1,674;;;;29/07/2022;1,745
06/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01043255;1,662;;;;30/07/2022;1,694
07/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01005574;1,62;;;;31/07/2022;#N/A
08/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00973356;1,553;;;;01/08/2022;1,593
09/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01000043;1,631;;;;02/08/2022;1,638
12/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0098811;1,619;;;;03/08/2022;1,54
13/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00955757;1,586;;;;04/08/2022;1,515
14/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00972169;1,626;;;;05/08/2022;1,405
15/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0095834;1,553;;;;08/08/2022;1,483
16/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00963194;1,636;;;;09/08/2022;1,48
19/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00998689;1,604;;;;10/08/2022;1,46
20/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01027308;1,597;;;;11/08/2022;1,406
21/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01019893;1,595;;;;12/08/2022;1,436
22/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00985701;1,541;;;;14/08/2022;#N/A
23/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01028501;1,68;;;;15/08/2022;1,515
26/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01080876;1,769;;;;16/08/2022;1,37
27/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01122987;1,656;;;;17/08/2022;1,582
28/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01166785;1,979;;;;18/08/2022;1,574
29/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01190623;1,787;;;;19/08/2022;1,593
30/09/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01172006;1,715;;;;22/08/2022;1,619
03/10/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01146239;1,651;;;;23/08/2022;1,641
04/10/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01107161;1,647;;;;24/08/2022;1,647
05/10/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01169213;1,73;;;;25/08/2022;1,546
06/10/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01170715;1,725;;;;26/08/2022;1,466
07/10/2022;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.01201372;1,843;;;;29/08/2022;1,614
