Date;RedCode;Country;AvRating;Tier;Currency;DocClause;RunningCoupon;PrimaryCoupon;Tenor;convspread;bondspread;;;;Data;spread
25/03/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00504799;0,639;;;;10/03/2021;0,658
26/03/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00507153;0,639;;;;11/03/2021;0,614
29/03/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00507487;0,645;;;;12/03/2021;0,63
30/03/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00505176;0,649;;;;15/03/2021;0,629
31/03/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00503543;0,639;;;;16/03/2021;0,646
01/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00488221;0,637;;;;17/03/2021;0,68
02/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00492197;0,633;;;;18/03/2021;0,656
05/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00491496;0,636;;;;19/03/2021;0,663
06/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00513739;0,675;;;;22/03/2021;0,655
07/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00524813;0,686;;;;23/03/2021;0,635
08/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00509021;0,669;;;;24/03/2021;0,637
09/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0052356;0,688;;;;25/03/2021;0,639
12/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00524487;0,69;;;;26/03/2021;0,639
13/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00538446;0,702;;;;29/03/2021;0,645
14/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00551482;0,703;;;;30/03/2021;0,649
15/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.005415;0,691;;;;31/03/2021;0,639
16/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00546108;0,684;;;;01/04/2021;0,637
19/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00551787;0,683;;;;02/04/2021;0,633
20/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00564271;0,699;;;;05/04/2021;0,636
21/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00544249;0,679;;;;06/04/2021;0,675
22/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00539501;0,673;;;;07/04/2021;0,686
23/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00547504;0,7;;;;08/04/2021;0,669
26/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00563174;0,707;;;;09/04/2021;0,688
27/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00571393;0,725;;;;12/04/2021;0,69
28/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00562471;0,714;;;;13/04/2021;0,702
29/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556733;0,715;;;;14/04/2021;0,703
30/04/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556016;0,711;;;;15/04/2021;0,691
03/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556057;0,696;;;;16/04/2021;0,684
04/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00558224;0,703;;;;19/04/2021;0,683
05/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00564478;0,735;;;;20/04/2021;0,699
06/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00573337;0,747;;;;21/04/2021;0,679
07/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00586517;0,775;;;;22/04/2021;0,673
10/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00573034;0,75;;;;23/04/2021;0,7
11/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00574595;0,749;;;;26/04/2021;0,707
12/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00571704;0,748;;;;27/04/2021;0,725
13/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00570358;0,76;;;;28/04/2021;0,714
14/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00579313;0,821;;;;29/04/2021;0,715
17/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00587286;0,844;;;;30/04/2021;0,711
18/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0058852;0,824;;;;03/05/2021;0,696
19/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00597577;0,839;;;;04/05/2021;0,703
20/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00569296;0,779;;;;05/05/2021;0,735
21/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00554815;0,791;;;;06/05/2021;0,747
24/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00562963;0,785;;;;07/05/2021;0,775
25/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00546735;0,762;;;;10/05/2021;0,75
26/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00543765;0,753;;;;11/05/2021;0,749
27/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00536126;0,733;;;;12/05/2021;0,748
28/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00537042;0,724;;;;13/05/2021;0,76
31/05/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00533785;0,726;;;;14/05/2021;0,821
01/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00522948;0,704;;;;17/05/2021;0,844
02/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00513931;0,699;;;;18/05/2021;0,824
03/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00516911;0,708;;;;19/05/2021;0,839
04/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00519937;0,698;;;;20/05/2021;0,779
07/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00522562;0,717;;;;21/05/2021;0,791
08/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00520024;0,705;;;;24/05/2021;0,785
09/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00512421;0,703;;;;25/05/2021;0,762
10/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00515419;0,683;;;;26/05/2021;0,753
11/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00508206;0,649;;;;27/05/2021;0,733
14/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00500841;0,662;;;;28/05/2021;0,724
15/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0048952;0,659;;;;31/05/2021;0,726
16/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00492919;0,652;;;;01/06/2021;0,704
17/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00500506;0,676;;;;02/06/2021;0,699
18/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00517021;0,724;;;;03/06/2021;0,708
21/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00517136;0,716;;;;04/06/2021;0,698
22/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00507642;0,726;;;;05/06/2021;0,703
23/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0051074;0,729;;;;07/06/2021;0,717
24/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00509036;0,706;;;;08/06/2021;0,705
25/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00505458;0,728;;;;09/06/2021;0,703
28/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00499353;0,719;;;;10/06/2021;0,683
29/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00494433;0,701;;;;11/06/2021;0,649
30/06/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00484726;0,687;;;;14/06/2021;0,662
01/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0047547;0,669;;;;15/06/2021;0,659
02/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479609;0,667;;;;16/06/2021;0,652
05/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479726;0,658;;;;17/06/2021;0,676
06/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00475793;0,66;;;;18/06/2021;0,724
07/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00478885;0,679;;;;19/06/2021;0,723
08/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00490832;0,67;;;;20/06/2021;0,723
09/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485686;0,665;;;;21/06/2021;0,716
12/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00487294;0,647;;;;22/06/2021;0,726
13/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00474828;0,634;;;;23/06/2021;0,729
14/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00476723;0,645;;;;24/06/2021;0,706
15/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0047894;0,663;;;;25/06/2021;0,728
16/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00477662;0,651;;;;26/06/2021;0,727
19/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00493814;0,676;;;;28/06/2021;0,719
20/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00492086;0,709;;;;29/06/2021;0,701
21/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00488737;0,705;;;;30/06/2021;0,687
22/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00488393;0,689;;;;01/07/2021;0,669
23/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00484046;0,667;;;;02/07/2021;0,667
26/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00480963;0,674;;;;04/07/2021;0,66
27/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00480337;0,685;;;;05/07/2021;0,658
28/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485477;0,691;;;;06/07/2021;0,66
29/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485218;0,683;;;;07/07/2021;0,679
30/07/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00491283;0,693;;;;08/07/2021;0,67
02/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00491619;0,664;;;;09/07/2021;0,665
03/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00493495;0,655;;;;12/07/2021;0,647
04/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00510164;0,662;;;;13/07/2021;0,634
05/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00489913;0,637;;;;14/07/2021;0,645
06/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00486043;0,637;;;;15/07/2021;0,663
09/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00484783;0,622;;;;16/07/2021;0,651
10/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00483976;0,614;;;;19/07/2021;0,676
11/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00489529;0,638;;;;20/07/2021;0,709
12/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0048013;0,617;;;;21/07/2021;0,705
13/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00481194;0,614;;;;22/07/2021;0,689
16/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00486867;0,63;;;;23/07/2021;0,667
17/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479521;0,635;;;;26/07/2021;0,674
18/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00473113;0,633;;;;27/07/2021;0,685
19/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00493503;0,646;;;;28/07/2021;0,691
20/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00493417;0,631;;;;29/07/2021;0,683
23/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00488107;0,657;;;;30/07/2021;0,693
24/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485088;0,644;;;;02/08/2021;0,664
25/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485697;0,689;;;;03/08/2021;0,655
26/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479038;0,681;;;;04/08/2021;0,662
27/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0047978;0,659;;;;05/08/2021;0,637
30/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479923;0,647;;;;06/08/2021;0,637
31/08/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00483919;0,674;;;;09/08/2021;0,622
01/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00489143;0,666;;;;10/08/2021;0,614
02/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485649;0,65;;;;11/08/2021;0,638
03/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00479482;0,652;;;;12/08/2021;0,617
06/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00482797;0,646;;;;13/08/2021;0,614
07/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485351;0,66;;;;16/08/2021;0,63
08/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00488281;0,663;;;;17/08/2021;0,635
09/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00489511;0,633;;;;18/08/2021;0,633
10/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00486861;0,636;;;;19/08/2021;0,646
13/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00484777;0,62;;;;20/08/2021;0,631
14/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00460685;0,591;;;;23/08/2021;0,657
15/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00460213;0,608;;;;24/08/2021;0,644
16/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00457173;0,602;;;;25/08/2021;0,689
17/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00453777;0,601;;;;26/08/2021;0,681
20/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00516747;0,627;;;;27/08/2021;0,659
21/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00509457;0,607;;;;30/08/2021;0,647
22/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00487704;0,578;;;;31/08/2021;0,674
23/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00495358;0,568;;;;01/09/2021;0,666
24/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0049642;0,6;;;;02/09/2021;0,65
27/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00495984;0,602;;;;03/09/2021;0,652
28/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00496157;0,637;;;;06/09/2021;0,646
29/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00489927;0,626;;;;07/09/2021;0,66
30/09/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0048937;0,636;;;;08/09/2021;0,663
01/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0048952;0,626;;;;09/09/2021;0,633
04/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00491841;0,629;;;;10/09/2021;0,636
05/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00491855;0,618;;;;11/09/2021;0,627
06/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00501266;0,633;;;;12/09/2021;0,631
07/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00495576;0,619;;;;13/09/2021;0,62
08/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00495503;0,603;;;;14/09/2021;0,591
11/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00496373;0,607;;;;15/09/2021;0,608
12/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485172;0,581;;;;16/09/2021;0,602
13/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0048572;0,593;;;;17/09/2021;0,601
14/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00492388;0,602;;;;18/09/2021;#N/A
15/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00492358;0,608;;;;20/09/2021;0,627
18/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00478685;0,605;;;;21/09/2021;0,607
19/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485804;0,611;;;;22/09/2021;0,578
20/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00485751;0,623;;;;23/09/2021;0,568
21/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00480666;0,604;;;;24/09/2021;0,6
22/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00483422;0,617;;;;25/09/2021;0,593
25/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00483538;0,611;;;;27/09/2021;0,602
26/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00478986;0,62;;;;28/09/2021;0,637
27/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00466562;0,638;;;;29/09/2021;0,626
28/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00493586;0,713;;;;30/09/2021;0,636
29/10/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00563668;0,775;;;;01/10/2021;0,626
01/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00592815;0,871;;;;04/10/2021;0,629
02/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556764;0,782;;;;05/10/2021;0,618
03/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00541676;0,761;;;;06/10/2021;0,633
04/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00517973;0,73;;;;07/10/2021;0,619
05/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00510384;0,692;;;;08/10/2021;0,603
08/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0050863;0,674;;;;11/10/2021;0,607
09/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00507748;0,679;;;;12/10/2021;0,581
10/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0051697;0,698;;;;13/10/2021;0,593
11/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00524139;0,709;;;;14/10/2021;0,602
12/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00558115;0,758;;;;15/10/2021;0,608
15/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556737;0,758;;;;18/10/2021;0,605
16/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00555025;0,755;;;;19/10/2021;0,611
17/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00556515;0,756;;;;20/10/2021;0,623
18/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0055468;0,739;;;;21/10/2021;0,604
19/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00569454;0,731;;;;22/10/2021;0,617
22/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0057133;0,744;;;;23/10/2021;0,613
23/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00574269;0,782;;;;25/10/2021;0,611
24/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00585271;0,804;;;;26/10/2021;0,62
25/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00582648;0,831;;;;27/10/2021;0,638
26/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00596771;0,837;;;;28/10/2021;0,713
29/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00589587;0,831;;;;29/10/2021;0,775
30/11/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00601377;0,834;;;;30/10/2021;0,768
01/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00610764;0,869;;;;01/11/2021;0,871
02/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00601839;0,864;;;;02/11/2021;0,782
03/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00601654;0,839;;;;03/11/2021;0,761
06/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00587226;0,797;;;;04/11/2021;0,73
07/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00587047;0,823;;;;05/11/2021;0,692
08/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599176;0,841;;;;08/11/2021;0,674
09/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00601722;0,846;;;;09/11/2021;0,679
10/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599321;0,785;;;;10/11/2021;0,698
13/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.0059465;0,773;;;;11/11/2021;0,709
14/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00599541;0,786;;;;12/11/2021;0,758
15/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00584544;0,789;;;;15/11/2021;0,758
16/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00580757;0,837;;;;16/11/2021;0,755
17/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00581454;0,801;;;;17/11/2021;0,756
20/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00588876;0,808;;;;18/11/2021;0,739
21/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00592248;0,812;;;;19/11/2021;0,731
22/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00591678;0,831;;;;22/11/2021;0,744
23/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00596779;0,87;;;;23/11/2021;0,782
24/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00594203;0,868;;;;24/11/2021;0,804
27/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00594312;0,88;;;;25/11/2021;0,831
28/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00594415;0,865;;;;26/11/2021;0,837
29/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00603317;0,871;;;;27/11/2021;0,838
30/12/2021;4AB951;Italy;BBB;SNRFOR;EUR;CR14;0.05;N;5Y;0.00596741;0,876;;;;29/11/2021;0,831
